stories_id,publish_date,title,url,language,ap_syndicated,themes,media_id,media_name,media_url
1061361391,2018-11-07 00:00:00,Howard sheriff loses bid for full term,http://feeds.baltimoresun.com/~r/baltimoresun/sports/hockey/rss2/~3/Z-hWO5MY3Qc/ph-ho-cf-howard-sheriff-1108-story.html,en,False,,34,Baltimore Sun,http://www.baltimoresun.com/
1061361488,2018-11-07 00:33:45,The Latest: Florida OKs measure broadening victims’ right,https://www.miamiherald.com/news/article221190805.html#storylink=rss,en,False,,28,Miami Herald,http://www.miamiherald.com/
1061478584,2018-11-07 00:44:59,Liz Peek: Midterm elections prove Trump's critics still underestimate him as 'blue wave' becomes a ripple,https://www.foxnews.com/opinion/liz-peek-midterm-elections-prove-trumps-critics-still-underestimate-him-as-blue-wave-becomes-a-ripple,en,False,,1092,Fox News,http://www.foxnews.com/
1061479020,2018-11-07 01:23:41,Democrats Celebrate Pennsylvania Election Wins In District Where It All Started,https://www.huffingtonpost.com/entry/conor-lamb-reelected-pennsylvania-blue-wall_us_5be27672e4b0769d24c6b138,en,False,,623375,Huffington Post - United States,http://www.huffingtonpost.com/?country=US
1061513266,2018-11-07 02:25:55.026234,CNN.com - Transcripts,http://www.cnn.com/TRANSCRIPTS/1810/29/nday.04.html,en,False,,1095,CNN,http://www.cnn.com/
1061527893,2018-11-07 02:37:45,Connecticut&#x2019;s Vote Count Was Delayed Because the Ballots Got Wet,https://www.nytimes.com/2018/11/07/nyregion/ct-governor-wet-ballots-jahana-hayes.html?partner=rss&emc=rss,en,False,,1,New York Times,http://nytimes.com
1061563550,2018-11-07 03:52:02,Nevada Just Elected a Democratic Governor for the First Time Since 1994,https://www.motherjones.com/politics/2018/11/nevada-just-elected-a-democratic-governor-for-the-first-time-since-1994-steve-sisolak-adam-laxalt/,en,False,,1112,Mother Jones,http://www.motherjones.com/
1061572277,2018-11-07 02:04:50,Trump drew many voters to polls -- without even being on the ballot,https://www.foxnews.com/politics/trump-a-dominant-force-on-the-minds-of-voters,en,True,,1092,Fox News,http://www.foxnews.com/
1061951218,2018-11-07 07:00:33,Pain for Parkland students after pro-gun candidates win: 'I'm shaking with anger',https://www.theguardian.com/us-news/2018/nov/07/parkland-student-activists-florida-races-pro-gun-nra,en,False,,1751,Guardian US,https://www.theguardian.com/us
1062035553,2018-11-07 08:04:18,The Latest: Laxalt concedes governor’s race to Sisolak,https://www.sacbee.com/news/business/article221187550.html#storylink=rss,en,False,,26,Sac Bee,http://www.sacbee.com/
1062030809,2018-11-07 08:04:18,The Latest: Laxalt concedes governor’s race to Sisolak,https://www.miamiherald.com/news/business/article221187550.html#storylink=rss,en,False,,28,Miami Herald,http://www.miamiherald.com/
1062094184,2018-11-07 08:17:50,Recognizing mental health red flags can help prevent school shootings,https://www.upi.com/Health_News/2018/11/07/Recognizing-mental-health-red-flags-can-help-prevent-school-shootings/9871541595389/,en,False,,1706,UPI,http://www.upi.com/
1062136769,2018-11-07 09:01:37,"Steve King, scourge of immigrants, squeaks out a win",https://www.aol.com/article/news/2018/11/07/steve-king-scourge-of-immigrants-squeaks-out-a-win/23582569/,en,False,,150985,AOL News,http://news.aol.com/
1062228723,2018-11-07 09:14:38,How I keep Google’s eyes off of my diary,http://feeds.marketwatch.com/~r/marketwatch/pf/~3/64sNOMjs27g/story.asp,en,False,,1150,Wall Street Journal,https://www.wsj.com/
1062225070,2018-11-07 09:14:38,How I keep Google’s eyes off of my diary,http://feeds.marketwatch.com/~r/marketwatch/pf/~3/64sNOMjs27g/story.asp,en,False,,35170,Marketwatch,https://www.marketwatch.com/
1062318572,2018-11-07 10:19:13,Stratfor: What are the chances that America’s disunion turns into Civil War?,http://www.marketwatch.com/news/story.asp?guid=%7B33109832-E29D-11E8-AF0C-9917C048675C%7D&siteid=rss&rss=1,en,False,,35170,Marketwatch,https://www.marketwatch.com/
1062305058,2018-11-07 10:19:13,Stratfor: What are the chances that America’s disunion turns into Civil War?,http://www.marketwatch.com/news/story.asp?guid=%7B33109832-E29D-11E8-AF0C-9917C048675C%7D&siteid=rss&rss=1,en,False,,1150,Wall Street Journal,https://www.wsj.com/
1062677472,2018-11-07 12:07:00,Veterans fueled edge for Democratic takeover of House,https://www.stripes.com/news/us/veterans-fueled-edge-for-democratic-takeover-of-house-1.555531,en,False,,21270,Stars and Stripes,http://www.stripes.com
1062635051,2018-11-07 11:26:43,Man Charged in Deadly LA Store Standoff Expected in Court,https://www.usnews.com/news/best-states/california/articles/2018-11-07/man-charged-in-deadly-la-store-standoff-expected-in-court,en,True,,1100,US News & World Report ,http://www.usnews.com/
1062845683,2018-11-07 06:00:00,When refusing to hear 'no' turns lethal,http://www.norwichbulletin.com/opinion/20181107/when-refusing-to-hear-no-turns-lethal?rssfeed=true,en,False,,74242,norwichbulletin.com,http://www.norwichbulletin.com/#spider
