stories_id,publish_date,title,url,language,ap_syndicated,themes,media_id,media_name,media_url,text,location
19550224,2010-06-07 14:51:49,Cumbria killer Derrick Bird was dumped by his Thai lover weeks before rampage,http://www.nypost.com/p/news/international/cumbria_killer_derrick_bird_before_BHVMEHasHNs0rxB9a3mbBO?CMP=OTC-rss&FEEDNAME=,en,False,murders and attempted murders,7,New York Post,http://www.nypost.com/,"['thanks', 'for', 'contacting', 'us', 'we', ""'ve"", 'received', 'your', 'submission', 'cumbria', 'killer', 'derrick', 'bird', 'was', 'dumped', 'by', 'his', 'thai', 'lover', 'who', 'he', 'had', 'reportedly', 'sent', 'thousands', 'of', 'pounds', 'to', 'only', 'weeks', 'before', 'his', 'murderous', 'rampage', 'british', 'media', 'reported', 'monday', 'citing', 'bird', 's', 'friends', 'the', '52-year-old', 'who', 'knew', 'the', '32-year-old', 'thai', 'woman', 'as', 'hon', 'met', 'her', 'on', 'holiday', 'three', 'years', 'ago', 'and', 'she', 'had', 'promised', 'to', 'move', 'to', 'england', 'to', 'be', 'with', 'him', 'the', 'daily', 'mail', 'reported', 'but', 'a', 'few', 'weeks', 'ago', 'she', 'told', 'him', 'she', 'was', 'seeing', 'someone', 'else', 'and', 'sent', 'him', 'a', 'text', 'message', 'breaking', 'off', 'their', 'relationship', 'a', 'thai', 'bar', 'owner', 'chris', 'bulmer', 'told', 'the', 'sun', 'that', 'bird', 'fell', 'for', 'the', 'bar', 'girl', 'at', 'the', 'kennel', 'bar', 'and', 'that', 'she', 'ripped', 'him', 'off', 'bulmer', 'said', 'derrick', 'made', 'the', 'mistake', 'like', 'many', 'westerners', 'do', 'of', 'falling', 'in', 'love', 'and', 'he', 'thought', 'she', 'felt', 'the', 'same.', 'bird', 'who', 'killed', '12', 'people', 'in', 'a', 'deadly', 'shooting', 'spree', 'on', 'june', '2', 'is', 'reported', 'to', 'have', 'spent', 'thousands', 'of', 'pounds', 'on', 'the', 'hooker', 'transferring', '£1,000', 'us', '1400', 'into', 'her', 'bank', 'account', 'last', 'month', 'just', 'before', 'she', 'sent', 'him', 'a', 'message', 'saying', 'she', 'd', 'met', 'another', 'man', 'the', 'taxi', 'driver', 'was', 'reported', 'to', 'be', 'devastated', 'by', 'the', 'break', 'up', 'with', 'speculation', 'that', 'it', 'added', 'to', 'the', 'tax', 'pressures', 'thought', 'to', 'have', 'triggered', 'the', 'mass', 'shooting', 'in', 'north-west', 'england', 'bird', 's', 'two', 'children', 'graeme', 'bird', '28', 'and', 'jamie', '16', 'said', 'on', 'sunday', 'they', 'could', 'not', 'understand', 'what', 'had', 'turned', 'their', 'loving', 'dad', 'into', 'a', 'monster', 'who', 'slaughtered', '12', 'and', 'injured', 'another', '25', 'before', 'killing', 'himself', 'the', 'sun', 'reported', 'in', 'a', 'statement', 'read', 'by', 'their', 'vicar', 'reverend', 'jim', 'marshall', 'after', 'a', 'service', 'at', 'his', 'church', 'in', 'lamplugh', 'cumbria', 'the', 'pair', 'said', 'their', 'father', 'was', 'a', 'loving', 'cheerful', 'character', 'who', 'would', 'be', 'missed', 'by', 'family', 'and', 'friends', 'we', 'would', 'also', 'like', 'to', 'send', 'our', 'condolences', 'to', 'the', 'families', 'and', 'people', 'involved', 'in', 'this', 'tragic', 'incident', 'the', 'statement', 'added', 'our', 'thoughts', 'are', 'with', 'them.', 'share', 'selection']",Hialeah
20055731,2010-06-21 16:20:00,"

        Stocks rise early on yuan change","http://feeds.chicagotribune.com/~r/chicagotribune/business/~3/Ym2MtlPbFQQ/la-fiw-markets-20100621,0,2559224.story",en,False,suits and litigation,9,Chicago Tribune,http://www.chicagotribune.com/,"['perhaps', 'we', 'can', 'help', 'you', 'find', 'what', 'you', 'wanted', 'when', 'you', 'hit', 'this', 'error', 'page', 'try', 'our', 'site', 'map', 'for', 'a', 'list', 'of', 'all', 'online', 'sections', 'or', 'check', 'out', 'our', 'columnists', 'page', 'we', 'also', 'have', 'search', 'tools', 'for', 'finding', 'a', 'particular', 'stories', 'and', 'topics', 'pages', 'covering', 'many', 'major', 'issues', 'and', 'people', 'if', 'you', 'are', 'looking', 'for', 'a', 'particular', 'suburban', 'publication', 'or', 'story', 'the', 'best', 'place', 'to', 'start', 'is', 'our', 'suburbs', 'page', 'finally', 'you', 'may', 'want', 'to', 'take', 'a', 'look', 'at', 'our', 'archives', 'which', 'date', 'back', 'to', '1849', 'if', 'none', 'of', 'these', 'suggestions', 'work', 'please', 'feel', 'free', 'to', 'read', 'through', 'our', 'faq', 'or', 'send', 'us', 'a', 'question', 'or', 'comment']",Hialeah
20059119,2010-06-21 19:14:26,Unemployment strikes younger workers,"http://feeds.chicagotribune.com/~r/chicagotribune/career/~3/WlY7P7XtwWQ/chi-career-briefs-062110,0,7843474.story",en,False,suits and litigation,9,Chicago Tribune,http://www.chicagotribune.com/,"['perhaps', 'we', 'can', 'help', 'you', 'find', 'what', 'you', 'wanted', 'when', 'you', 'hit', 'this', 'error', 'page', 'try', 'our', 'site', 'map', 'for', 'a', 'list', 'of', 'all', 'online', 'sections', 'or', 'check', 'out', 'our', 'columnists', 'page', 'we', 'also', 'have', 'search', 'tools', 'for', 'finding', 'a', 'particular', 'stories', 'and', 'topics', 'pages', 'covering', 'many', 'major', 'issues', 'and', 'people', 'if', 'you', 'are', 'looking', 'for', 'a', 'particular', 'suburban', 'publication', 'or', 'story', 'the', 'best', 'place', 'to', 'start', 'is', 'our', 'suburbs', 'page', 'finally', 'you', 'may', 'want', 'to', 'take', 'a', 'look', 'at', 'our', 'archives', 'which', 'date', 'back', 'to', '1849', 'if', 'none', 'of', 'these', 'suggestions', 'work', 'please', 'feel', 'free', 'to', 'read', 'through', 'our', 'faq', 'or', 'send', 'us', 'a', 'question', 'or', 'comment']",Hialeah
20062911,2010-06-21 16:28:00,"

        Obama pledges new steps to promote responsible fatherhood","http://feeds.chicagotribune.com/~r/chicagotribune/views/~3/hrrlynMxl38/la-na-obama-fathers-20100622,0,1133716.story",en,False,football,9,Chicago Tribune,http://www.chicagotribune.com/,"['perhaps', 'we', 'can', 'help', 'you', 'find', 'what', 'you', 'wanted', 'when', 'you', 'hit', 'this', 'error', 'page', 'try', 'our', 'site', 'map', 'for', 'a', 'list', 'of', 'all', 'online', 'sections', 'or', 'check', 'out', 'our', 'columnists', 'page', 'we', 'also', 'have', 'search', 'tools', 'for', 'finding', 'a', 'particular', 'stories', 'and', 'topics', 'pages', 'covering', 'many', 'major', 'issues', 'and', 'people', 'if', 'you', 'are', 'looking', 'for', 'a', 'particular', 'suburban', 'publication', 'or', 'story', 'the', 'best', 'place', 'to', 'start', 'is', 'our', 'suburbs', 'page', 'finally', 'you', 'may', 'want', 'to', 'take', 'a', 'look', 'at', 'our', 'archives', 'which', 'date', 'back', 'to', '1849', 'if', 'none', 'of', 'these', 'suggestions', 'work', 'please', 'feel', 'free', 'to', 'read', 'through', 'our', 'faq', 'or', 'send', 'us', 'a', 'question', 'or', 'comment']",Hialeah
20062923,2010-06-21 05:00:00,"

        Jimmy Dean Remembered at Funeral","http://feeds.chicagotribune.com/~r/chicagotribune/news/nationworld/~3/MwEw2bk9MWM/wtvr-jimmydeanfuneral-62110,0,4659121.story",en,False,football,9,Chicago Tribune,http://www.chicagotribune.com/,"['perhaps', 'we', 'can', 'help', 'you', 'find', 'what', 'you', 'wanted', 'when', 'you', 'hit', 'this', 'error', 'page', 'try', 'our', 'site', 'map', 'for', 'a', 'list', 'of', 'all', 'online', 'sections', 'or', 'check', 'out', 'our', 'columnists', 'page', 'we', 'also', 'have', 'search', 'tools', 'for', 'finding', 'a', 'particular', 'stories', 'and', 'topics', 'pages', 'covering', 'many', 'major', 'issues', 'and', 'people', 'if', 'you', 'are', 'looking', 'for', 'a', 'particular', 'suburban', 'publication', 'or', 'story', 'the', 'best', 'place', 'to', 'start', 'is', 'our', 'suburbs', 'page', 'finally', 'you', 'may', 'want', 'to', 'take', 'a', 'look', 'at', 'our', 'archives', 'which', 'date', 'back', 'to', '1849', 'if', 'none', 'of', 'these', 'suggestions', 'work', 'please', 'feel', 'free', 'to', 'read', 'through', 'our', 'faq', 'or', 'send', 'us', 'a', 'question', 'or', 'comment']",Hialeah
20062919,2010-06-21 19:32:00,"

        High court affirms bans on aid to terrorist groups even when the intended support is for peace","http://feeds.chicagotribune.com/~r/chicagotribune/news/nationworld/~3/puaBGQtBCQI/sns-ap-us-supreme-court-anti-terror-law,0,1221494.story",en,False,football,9,Chicago Tribune,http://www.chicagotribune.com/,"['perhaps', 'we', 'can', 'help', 'you', 'find', 'what', 'you', 'wanted', 'when', 'you', 'hit', 'this', 'error', 'page', 'try', 'our', 'site', 'map', 'for', 'a', 'list', 'of', 'all', 'online', 'sections', 'or', 'check', 'out', 'our', 'columnists', 'page', 'we', 'also', 'have', 'search', 'tools', 'for', 'finding', 'a', 'particular', 'stories', 'and', 'topics', 'pages', 'covering', 'many', 'major', 'issues', 'and', 'people', 'if', 'you', 'are', 'looking', 'for', 'a', 'particular', 'suburban', 'publication', 'or', 'story', 'the', 'best', 'place', 'to', 'start', 'is', 'our', 'suburbs', 'page', 'finally', 'you', 'may', 'want', 'to', 'take', 'a', 'look', 'at', 'our', 'archives', 'which', 'date', 'back', 'to', '1849', 'if', 'none', 'of', 'these', 'suggestions', 'work', 'please', 'feel', 'free', 'to', 'read', 'through', 'our', 'faq', 'or', 'send', 'us', 'a', 'question', 'or', 'comment']",Hialeah
20065985,2010-06-21 18:06:31,"

        Traveler surveys agree on costs","http://feeds.chicagotribune.com/~r/chicagotribune/travel/~3/iUryG931YMk/ct-travel-surveys-results-sl,0,2949551.storylink",en,False,football,9,Chicago Tribune,http://www.chicagotribune.com/,"['perhaps', 'we', 'can', 'help', 'you', 'find', 'what', 'you', 'wanted', 'when', 'you', 'hit', 'this', 'error', 'page', 'try', 'our', 'site', 'map', 'for', 'a', 'list', 'of', 'all', 'online', 'sections', 'or', 'check', 'out', 'our', 'columnists', 'page', 'we', 'also', 'have', 'search', 'tools', 'for', 'finding', 'a', 'particular', 'stories', 'and', 'topics', 'pages', 'covering', 'many', 'major', 'issues', 'and', 'people', 'if', 'you', 'are', 'looking', 'for', 'a', 'particular', 'suburban', 'publication', 'or', 'story', 'the', 'best', 'place', 'to', 'start', 'is', 'our', 'suburbs', 'page', 'finally', 'you', 'may', 'want', 'to', 'take', 'a', 'look', 'at', 'our', 'archives', 'which', 'date', 'back', 'to', '1849', 'if', 'none', 'of', 'these', 'suggestions', 'work', 'please', 'feel', 'free', 'to', 'read', 'through', 'our', 'faq', 'or', 'send', 'us', 'a', 'question', 'or', 'comment']",Hialeah
20077017,2010-06-22 00:33:18,"

        Patients offer cystic fibrosis insight","http://www.chicagotribune.com/health/ct-health-cystic-fibrosis-sl,0,6379191.storylink?track=rss",en,False,football,9,Chicago Tribune,http://www.chicagotribune.com/,"['perhaps', 'we', 'can', 'help', 'you', 'find', 'what', 'you', 'wanted', 'when', 'you', 'hit', 'this', 'error', 'page', 'try', 'our', 'site', 'map', 'for', 'a', 'list', 'of', 'all', 'online', 'sections', 'or', 'check', 'out', 'our', 'columnists', 'page', 'we', 'also', 'have', 'search', 'tools', 'for', 'finding', 'a', 'particular', 'stories', 'and', 'topics', 'pages', 'covering', 'many', 'major', 'issues', 'and', 'people', 'if', 'you', 'are', 'looking', 'for', 'a', 'particular', 'suburban', 'publication', 'or', 'story', 'the', 'best', 'place', 'to', 'start', 'is', 'our', 'suburbs', 'page', 'finally', 'you', 'may', 'want', 'to', 'take', 'a', 'look', 'at', 'our', 'archives', 'which', 'date', 'back', 'to', '1849', 'if', 'none', 'of', 'these', 'suggestions', 'work', 'please', 'feel', 'free', 'to', 'read', 'through', 'our', 'faq', 'or', 'send', 'us', 'a', 'question', 'or', 'comment']",Hialeah
20103899,2010-06-22 15:40:00,"

        NY law would be 1st to take all criminals' DNA, from misdemeanor offenses to felonies","http://feeds.chicagotribune.com/~r/chicagotribune/news/nationworld/~3/ZFKwmSI2ess/sns-ap-us-expanding-dna,0,272966.story",en,False,,9,Chicago Tribune,http://www.chicagotribune.com/,"['perhaps', 'we', 'can', 'help', 'you', 'find', 'what', 'you', 'wanted', 'when', 'you', 'hit', 'this', 'error', 'page', 'try', 'our', 'site', 'map', 'for', 'a', 'list', 'of', 'all', 'online', 'sections', 'or', 'check', 'out', 'our', 'columnists', 'page', 'we', 'also', 'have', 'search', 'tools', 'for', 'finding', 'a', 'particular', 'stories', 'and', 'topics', 'pages', 'covering', 'many', 'major', 'issues', 'and', 'people', 'if', 'you', 'are', 'looking', 'for', 'a', 'particular', 'suburban', 'publication', 'or', 'story', 'the', 'best', 'place', 'to', 'start', 'is', 'our', 'suburbs', 'page', 'finally', 'you', 'may', 'want', 'to', 'take', 'a', 'look', 'at', 'our', 'archives', 'which', 'date', 'back', 'to', '1849', 'if', 'none', 'of', 'these', 'suggestions', 'work', 'please', 'feel', 'free', 'to', 'read', 'through', 'our', 'faq', 'or', 'send', 'us', 'a', 'question', 'or', 'comment']",Hialeah
20103900,2010-06-22 20:31:00,"

        Defense begins presenting its case in Oakland, Calif., train shooting trial","http://feeds.chicagotribune.com/~r/chicagotribune/news/nationworld/~3/hPyeJ3IAnfY/sns-ap-us-train-station-shooting,0,290319.story",en,False,,9,Chicago Tribune,http://www.chicagotribune.com/,"['perhaps', 'we', 'can', 'help', 'you', 'find', 'what', 'you', 'wanted', 'when', 'you', 'hit', 'this', 'error', 'page', 'try', 'our', 'site', 'map', 'for', 'a', 'list', 'of', 'all', 'online', 'sections', 'or', 'check', 'out', 'our', 'columnists', 'page', 'we', 'also', 'have', 'search', 'tools', 'for', 'finding', 'a', 'particular', 'stories', 'and', 'topics', 'pages', 'covering', 'many', 'major', 'issues', 'and', 'people', 'if', 'you', 'are', 'looking', 'for', 'a', 'particular', 'suburban', 'publication', 'or', 'story', 'the', 'best', 'place', 'to', 'start', 'is', 'our', 'suburbs', 'page', 'finally', 'you', 'may', 'want', 'to', 'take', 'a', 'look', 'at', 'our', 'archives', 'which', 'date', 'back', 'to', '1849', 'if', 'none', 'of', 'these', 'suggestions', 'work', 'please', 'feel', 'free', 'to', 'read', 'through', 'our', 'faq', 'or', 'send', 'us', 'a', 'question', 'or', 'comment']",Hialeah
