stories_id,publish_date,title,url,language,ap_syndicated,themes,media_id,media_name,media_url,text,location,Keywords,Count,Dict Class,Manual Class,0
19550224,2010-06-07 14:51:49,Cumbria killer Derrick Bird was dumped by his Thai lover weeks before rampage,http://www.nypost.com/p/news/international/cumbria_killer_derrick_bird_before_BHVMEHasHNs0rxB9a3mbBO?CMP=OTC-rss&FEEDNAME=,en,False,murders and attempted murders,7,New York Post,http://www.nypost.com/,"['thanks', 'contacting', 'us', ""'ve"", 'received', 'submission', 'cumbria', 'killer', 'derrick', 'bird', 'dumped', 'thai', 'lover', 'reportedly', 'sent', 'thousands', 'pounds', 'weeks', 'murderous', 'rampage', 'british', 'media', 'reported', 'monday', 'citing', 'bird', 'friends', '52-year-old', 'knew', '32-year-old', 'thai', 'woman', 'hon', 'met', 'holiday', 'three', 'years', 'ago', 'promised', 'move', 'england', 'daily', 'mail', 'reported', 'weeks', 'ago', 'told', 'seeing', 'someone', 'else', 'sent', 'text', 'message', 'breaking', 'relationship', 'thai', 'bar', 'owner', 'chris', 'bulmer', 'told', 'sun', 'bird', 'fell', 'bar', 'girl', 'kennel', 'bar', 'ripped', 'bulmer', 'said', 'derrick', 'made', 'mistake', 'like', 'many', 'westerners', 'falling', 'love', 'thought', 'felt', 'same.', 'bird', 'killed', '12', 'people', 'deadly', 'shooting', 'spree', 'june', '2', 'reported', 'spent', 'thousands', 'pounds', 'hooker', 'transferring', '£1,000', 'us', '1400', 'bank', 'account', 'last', 'month', 'sent', 'message', 'saying', 'met', 'another', 'man', 'taxi', 'driver', 'reported', 'devastated', 'break', 'speculation', 'added', 'tax', 'pressures', 'thought', 'triggered', 'mass', 'shooting', 'north-west', 'england', 'bird', 'two', 'children', 'graeme', 'bird', '28', 'jamie', '16', 'said', 'sunday', 'could', 'understand', 'turned', 'loving', 'dad', 'monster', 'slaughtered', '12', 'injured', 'another', '25', 'killing', 'sun', 'reported', 'statement', 'read', 'vicar', 'reverend', 'jim', 'marshall', 'service', 'church', 'lamplugh', 'cumbria', 'pair', 'said', 'father', 'loving', 'cheerful', 'character', 'would', 'missed', 'family', 'friends', 'would', 'also', 'like', 'send', 'condolences', 'families', 'people', 'involved', 'tragic', 'incident', 'statement', 'added', 'thoughts', 'them.', 'share', 'selection']",Hialeah,[],0,0,0,None
20055731,2010-06-21 16:20:00,"

        Stocks rise early on yuan change","http://feeds.chicagotribune.com/~r/chicagotribune/business/~3/Ym2MtlPbFQQ/la-fiw-markets-20100621,0,2559224.story",en,False,suits and litigation,9,Chicago Tribune,http://www.chicagotribune.com/,"['perhaps', 'help', 'find', 'wanted', 'hit', 'error', 'page', 'try', 'site', 'map', 'list', 'online', 'sections', 'check', 'columnists', 'page', 'also', 'search', 'tools', 'finding', 'particular', 'stories', 'topics', 'pages', 'covering', 'many', 'major', 'issues', 'people', 'looking', 'particular', 'suburban', 'publication', 'story', 'best', 'place', 'start', 'suburbs', 'page', 'finally', 'may', 'want', 'take', 'look', 'archives', 'date', 'back', '1849', 'none', 'suggestions', 'work', 'please', 'feel', 'free', 'read', 'faq', 'send', 'us', 'question', 'comment']",Hialeah,[],0,0,0,None
20059119,2010-06-21 19:14:26,Unemployment strikes younger workers,"http://feeds.chicagotribune.com/~r/chicagotribune/career/~3/WlY7P7XtwWQ/chi-career-briefs-062110,0,7843474.story",en,False,suits and litigation,9,Chicago Tribune,http://www.chicagotribune.com/,"['perhaps', 'help', 'find', 'wanted', 'hit', 'error', 'page', 'try', 'site', 'map', 'list', 'online', 'sections', 'check', 'columnists', 'page', 'also', 'search', 'tools', 'finding', 'particular', 'stories', 'topics', 'pages', 'covering', 'many', 'major', 'issues', 'people', 'looking', 'particular', 'suburban', 'publication', 'story', 'best', 'place', 'start', 'suburbs', 'page', 'finally', 'may', 'want', 'take', 'look', 'archives', 'date', 'back', '1849', 'none', 'suggestions', 'work', 'please', 'feel', 'free', 'read', 'faq', 'send', 'us', 'question', 'comment']",Hialeah,[],0,0,None
20062911,2010-06-21 16:28:00,"

        Obama pledges new steps to promote responsible fatherhood","http://feeds.chicagotribune.com/~r/chicagotribune/views/~3/hrrlynMxl38/la-na-obama-fathers-20100622,0,1133716.story",en,False,football,9,Chicago Tribune,http://www.chicagotribune.com/,"['perhaps', 'help', 'find', 'wanted', 'hit', 'error', 'page', 'try', 'site', 'map', 'list', 'online', 'sections', 'check', 'columnists', 'page', 'also', 'search', 'tools', 'finding', 'particular', 'stories', 'topics', 'pages', 'covering', 'many', 'major', 'issues', 'people', 'looking', 'particular', 'suburban', 'publication', 'story', 'best', 'place', 'start', 'suburbs', 'page', 'finally', 'may', 'want', 'take', 'look', 'archives', 'date', 'back', '1849', 'none', 'suggestions', 'work', 'please', 'feel', 'free', 'read', 'faq', 'send', 'us', 'question', 'comment']",Hialeah,[],0,0,None
20062923,2010-06-21 05:00:00,"

        Jimmy Dean Remembered at Funeral","http://feeds.chicagotribune.com/~r/chicagotribune/news/nationworld/~3/MwEw2bk9MWM/wtvr-jimmydeanfuneral-62110,0,4659121.story",en,False,football,9,Chicago Tribune,http://www.chicagotribune.com/,"['perhaps', 'help', 'find', 'wanted', 'hit', 'error', 'page', 'try', 'site', 'map', 'list', 'online', 'sections', 'check', 'columnists', 'page', 'also', 'search', 'tools', 'finding', 'particular', 'stories', 'topics', 'pages', 'covering', 'many', 'major', 'issues', 'people', 'looking', 'particular', 'suburban', 'publication', 'story', 'best', 'place', 'start', 'suburbs', 'page', 'finally', 'may', 'want', 'take', 'look', 'archives', 'date', 'back', '1849', 'none', 'suggestions', 'work', 'please', 'feel', 'free', 'read', 'faq', 'send', 'us', 'question', 'comment']",Hialeah,[],0,0,None
20062919,2010-06-21 19:32:00,"

        High court affirms bans on aid to terrorist groups even when the intended support is for peace","http://feeds.chicagotribune.com/~r/chicagotribune/news/nationworld/~3/puaBGQtBCQI/sns-ap-us-supreme-court-anti-terror-law,0,1221494.story",en,False,football,9,Chicago Tribune,http://www.chicagotribune.com/,"['perhaps', 'help', 'find', 'wanted', 'hit', 'error', 'page', 'try', 'site', 'map', 'list', 'online', 'sections', 'check', 'columnists', 'page', 'also', 'search', 'tools', 'finding', 'particular', 'stories', 'topics', 'pages', 'covering', 'many', 'major', 'issues', 'people', 'looking', 'particular', 'suburban', 'publication', 'story', 'best', 'place', 'start', 'suburbs', 'page', 'finally', 'may', 'want', 'take', 'look', 'archives', 'date', 'back', '1849', 'none', 'suggestions', 'work', 'please', 'feel', 'free', 'read', 'faq', 'send', 'us', 'question', 'comment']",Hialeah,[],0,0,0,None
20065985,2010-06-21 18:06:31,"

        Traveler surveys agree on costs","http://feeds.chicagotribune.com/~r/chicagotribune/travel/~3/iUryG931YMk/ct-travel-surveys-results-sl,0,2949551.storylink",en,False,football,9,Chicago Tribune,http://www.chicagotribune.com/,"['perhaps', 'help', 'find', 'wanted', 'hit', 'error', 'page', 'try', 'site', 'map', 'list', 'online', 'sections', 'check', 'columnists', 'page', 'also', 'search', 'tools', 'finding', 'particular', 'stories', 'topics', 'pages', 'covering', 'many', 'major', 'issues', 'people', 'looking', 'particular', 'suburban', 'publication', 'story', 'best', 'place', 'start', 'suburbs', 'page', 'finally', 'may', 'want', 'take', 'look', 'archives', 'date', 'back', '1849', 'none', 'suggestions', 'work', 'please', 'feel', 'free', 'read', 'faq', 'send', 'us', 'question', 'comment']",Hialeah,[],0,0,0,None
20077017,2010-06-22 00:33:18,"

        Patients offer cystic fibrosis insight","http://www.chicagotribune.com/health/ct-health-cystic-fibrosis-sl,0,6379191.storylink?track=rss",en,False,football,9,Chicago Tribune,http://www.chicagotribune.com/,"['perhaps', 'help', 'find', 'wanted', 'hit', 'error', 'page', 'try', 'site', 'map', 'list', 'online', 'sections', 'check', 'columnists', 'page', 'also', 'search', 'tools', 'finding', 'particular', 'stories', 'topics', 'pages', 'covering', 'many', 'major', 'issues', 'people', 'looking', 'particular', 'suburban', 'publication', 'story', 'best', 'place', 'start', 'suburbs', 'page', 'finally', 'may', 'want', 'take', 'look', 'archives', 'date', 'back', '1849', 'none', 'suggestions', 'work', 'please', 'feel', 'free', 'read', 'faq', 'send', 'us', 'question', 'comment']",Hialeah,[],0,0,0,None
20103899,2010-06-22 15:40:00,"

        NY law would be 1st to take all criminals' DNA, from misdemeanor offenses to felonies","http://feeds.chicagotribune.com/~r/chicagotribune/news/nationworld/~3/ZFKwmSI2ess/sns-ap-us-expanding-dna,0,272966.story",en,False,,9,Chicago Tribune,http://www.chicagotribune.com/,"['perhaps', 'help', 'find', 'wanted', 'hit', 'error', 'page', 'try', 'site', 'map', 'list', 'online', 'sections', 'check', 'columnists', 'page', 'also', 'search', 'tools', 'finding', 'particular', 'stories', 'topics', 'pages', 'covering', 'many', 'major', 'issues', 'people', 'looking', 'particular', 'suburban', 'publication', 'story', 'best', 'place', 'start', 'suburbs', 'page', 'finally', 'may', 'want', 'take', 'look', 'archives', 'date', 'back', '1849', 'none', 'suggestions', 'work', 'please', 'feel', 'free', 'read', 'faq', 'send', 'us', 'question', 'comment']",Hialeah,[],0,0,0,None
20103900,2010-06-22 20:31:00,"

        Defense begins presenting its case in Oakland, Calif., train shooting trial","http://feeds.chicagotribune.com/~r/chicagotribune/news/nationworld/~3/hPyeJ3IAnfY/sns-ap-us-train-station-shooting,0,290319.story",en,False,,9,Chicago Tribune,http://www.chicagotribune.com/,"['perhaps', 'help', 'find', 'wanted', 'hit', 'error', 'page', 'try', 'site', 'map', 'list', 'online', 'sections', 'check', 'columnists', 'page', 'also', 'search', 'tools', 'finding', 'particular', 'stories', 'topics', 'pages', 'covering', 'many', 'major', 'issues', 'people', 'looking', 'particular', 'suburban', 'publication', 'story', 'best', 'place', 'start', 'suburbs', 'page', 'finally', 'may', 'want', 'take', 'look', 'archives', 'date', 'back', '1849', 'none', 'suggestions', 'work', 'please', 'feel', 'free', 'read', 'faq', 'send', 'us', 'question', 'comment']",Hialeah,[],0,0,0,None
